Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000196260,SFTA2,0.0044027642540999355,-4.089272624047026,0.000000614167027751644,0,-0.5151015795787233,0.9278595570250237,0.20823888700373264,5.456066172902377,0.0000000001191584656373538
ENSG00000168631,MUCL3,0.0044027642540999355,-1.3888329059059332,0.7333509854603819,0.012452901862172306,2.250433166784254,0.6372531084563694,0,1.4925920489274906,1
ENSG00000261272,MUC22,0.0022013821270499678,-1.1257985000721389,1,0,1.9873987609504598,1,0,2.4925920489274906,1
ENSG00000204540,PSORS1C1,0.012107601698774822,-1.1257985000721389,0.6500149650435658,0.012452901862172306,0.7650063396140121,1,0.03470648116728877,1.962077332228711,0.3967380233880439
ENSG00000204539,CDSN,0,-3.710761000793295,0.2873962008207024,0,2.572361261671616,1,0.017353240583644385,5.077554549648647,0.1703352599871419
ENSG00000204538,PSORS1C2,0.0022013821270499678,-1.1257985000721389,1,0,1.9873987609504598,1,0,2.4925920489274906,1
ENSG00000204536,CCHCR1,0.20252715568859703,-0.037360535404556305,1,0.11207611675955076,-0.7781359854125172,0.2751237881795568,0.32971157108924337,0.7995698023488811,0.16075731797077403
ENSG00000137310,TCF19,0.15409674889349773,1.4287903516054983,0.011696306347078153,0.03735870558651692,-1.6075478283433182,0.044120748312017344,0.06941296233457754,-0.7704423569063032,0.4670050631081722
ENSG00000204525,HLA-C,0.1761105701639974,-0.13473162484214773,0.9491286911059582,0.14943482234606767,-0.17841013201962053,0.9863394391778559,0.24294536817102141,0.5498169176204406,0.47191883772307697
ENSG00000204520,MICA,0.47109577518869306,-0.884790400568345,0.00004833862176721104,0.37358705586516916,-0.4930331562993897,0.3365084814572778,1.561791652527995,1.7429988464335349,0.00000000003056978071259879
ENSG00000204516,MICB,0.027517276588124594,-0.8176762047098078,0.6067022514524212,0.03735870558651692,0.714380266544044,0.8643622465549593,0.05205972175093316,1.2195735545210744,0.5076510901399629
ENSG00000204511,MCCD1,0.009906219571724854,-0.3888329059059332,1,0.012452901862172306,1.250433166784254,0.8634013140941603,0,0.6181229310113494,1
ENSG00000198563,DDX39B,3.0951432706322546,0.03632640282205202,1,2.2290694333288426,-0.51132488883324,0.2105984281986874,4.1474244994910086,0.43755068536952835,0.1857389261135822
ENSG00000213760,ATP6V1G2,0.02531589446107463,-0.12579850007213889,1,0,-1.1825262404918524,0.5573596651352416,0.05205972175093316,1.4925920489274902,0.3851222325406999
