Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000067606,PRKCZ,0.1426017572556938,1.691677552804041,0.39548651212495145,0.02270065141693556,-1.691677552804041,0.39548651212495145
ENSG00000162585,FAAP20,0.13791090997754596,-0.8156885428969578,0.6912642954855177,0.2270065141693556,0.8156885428969578,0.6912642954855177
ENSG00000157933,SKI,0.42217625503330397,-0.7487266666332291,0.42001958508544956,0.7037201939250024,0.7487266666332291,0.42001958508544956
ENSG00000116151,MORN1,0.16980867146895115,-0.9648062452984323,0.4397435718552241,0.31780911983709786,0.9648062452984323,0.4397435718552238
ENSG00000157916,RER1,1.2927975098575397,-0.22376638962496925,0.8941901424106862,1.5209436449346825,0.22376638962496925,0.8941901424106862
ENSG00000157911,PEX10,0.057228336793403424,-0.6115139795017348,1,0.06810195425080667,0.6115139795017348,1
ENSG00000149527,PLCH2,0.029083253124516494,-0.5657102898886102,1,0.02270065141693556,0.5657102898886102,1
ENSG00000157881,PANK4,0.19326290785969027,-0.6795782544468889,0.6552030751156819,0.2951084684201623,0.6795782544468889,0.6552030751156819
ENSG00000197921,HES5,0.0028145083668886933,-2.565710289888611,1,0,2.565710289888611,1
ENSG00000157873,TNFRSF14,0.46908472781478217,-1.0564751153306988,0.029755137325569045,0.9761280109282291,1.0564751153306988,0.029755137325569045
ENSG00000157870,PRXL2B,0.16136514636828508,0.5469898428607523,0.923474389943768,0.09080260566774224,-0.5469898428607523,0.923474389943768
ENSG00000169717,ACTRT2,0.0009381694556295643,-3.565710289888611,1,0,3.565710289888611,1
ENSG00000142611,PRDM16,0.007505355645036515,-1.395785288446298,1,0,1.395785288446298,1
ENSG00000130762,ARHGEF16,0.12665287650999119,-0.4782474486382706,1,0.15890455991854893,0.4782474486382706,1
ENSG00000162591,MEGF6,0.6238826879936603,-0.5082600177047103,0.5387236969747317,0.8853254052604869,0.5082600177047103,0.5387236969747317
ENSG00000158109,TPRG1L,0.4202999161220448,-0.003066168591048468,1,0.4086117255048401,0.003066168591048468,1
ENSG00000116213,WRAP73,0.18481938275902418,-0.395785288446298,0.986913172205752,0.2270065141693556,0.395785288446298,0.986913172205752
ENSG00000078900,TP73,0.004690847278147822,-1.980747789167454,1,0,1.980747789167454,1
