Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000162576,MXRA8,0.13757262421349925,-2.406994393643406,0.000000000000000000000051886313542263833,0.7525958063760089,1.9008370756546027,0.0362485015901791,0.09706440592180186,-1.008667749101403,0.1514455369646121,1.477757346042707,3.284830754413913,0.00000000000000000000000000003119645738797621
ENSG00000175756,AURKAIP1,2.0833998210892326,0.33616785219961365,0.13390557746351744,1.6306242471480192,-0.34225033486138445,1,1.5368530937618627,-0.42828798451331795,0.24473991009849952,1.8040154614027852,-0.18773910262484728,0.8469447468758825
ENSG00000221978,CCNL2,1.9095080240833697,-0.49332956298258557,0.0038481871478706652,2.3414091753920276,0.19034369284958763,1,1.941288118436037,-0.06635891605526723,1,3.761564153563254,0.949432237523173,0.000056486493286987146
ENSG00000235098,ANKRD65,0.0726383455847276,0.1843152138436328,0.9291782604624704,0,-0.8685499962039804,1,0.03235480197393395,-0.6329821699264366,0.6143614103628086,0.11514992306826288,0.9270776913269803,0.42040618317999845
ENSG00000205116,TMEM88B,0.08914706049034753,0.8383481073886521,0.27745950431586314,0.04181087813200049,-0.08267480155682838,1,0.016177400986966975,-1.471063607616304,0.2008193670082292,0.07676661537884193,0.1578578981561476,1
ENSG00000179403,VWA1,3.2456133504448745,1.1635985727858102,0.000000003719167765160746,2.717707078580032,-0.1863919603864268,1,1.0191762621789195,-1.6201098793826998,0.0000003495949019338131,1.3817990768191546,-1.1697057314006476,0.000986033854977673
ENSG00000215915,ATAD3C,0.08144299353439156,1.5169697153240538,0.049294604965023345,0.04181087813200049,0.09348215359699852,1,0,-2.3135223306298243,0.06626189026655774,0.03838330768942096,-0.43471778667488437,0.8803153981856204
ENSG00000205090,TMEM240,0.07594008856585159,-0.0419975768641585,1,0,-0.9616594005954622,1,0.016177400986966975,-1.3319008599446787,0.25628984508327196,0.17272488460239432,1.4004282014302256,0.08131897857074441
ENSG00000160075,SSU72,1.2216449030158734,0.5109763629093214,0.031028835009363195,1.1288937095640132,-0.06359756436168149,1,0.69562824243958,-0.7805767876762817,0.0357529238272495,0.9211993845461031,-0.3628361792344036,0.5192467003006193
ENSG00000228594,FNDC10,0.03521859179865581,-0.6674548558133733,0.5801844832001252,0,0.03834059940453827,1,0,-1.3500482066549377,0.38336506505979945,0.13434157691297335,2.1838531066890923,0.020219100320073777
ENSG00000197530,MIB2,0.5535922398351211,-0.2581310077289236,0.389668552850096,0.8780284407720104,0.6547933862535094,1,0.19412881184360373,-1.51503246682698,0.001573823578087828,1.113115922993208,1.042111997423974,0.0013881234052549203
ENSG00000189409,MMP23B,0.011005809937079941,-2.574345451421892,0.002248843027546913,0.04181087813200049,2.1123411808483143,1,0,-0.35004820665493774,0.9159846759181464,0.15353323075768385,3.8132097267687013,0.00004112886616335359
ENSG00000248333,CDK11B,0.2971568683011584,0.16084670055309447,0.8196511627084372,0.25086526879200294,-0.0659960604101979,1,0.1455966088827028,-0.9253605373423746,0.1475666456970164,0.4030247307389201,0.5278075079064533,0.4185047108955198
ENSG00000189339,SLC35E2B,0.5921125746149009,0.022442484696053366,1,0.4181087813200049,-0.43059810497713535,1,0.45296722763507535,-0.37715343681753566,0.5519361129662166,0.8060494614778402,0.4820844721041607,0.26007028924420533
ENSG00000215790,SLC35E2A,0.18159586396181904,-0.19479053895247445,0.7804240808588596,0.04181087813200049,-1.2321883429761806,1,0.09706440592180186,-0.7753540413876086,0.34342382170614955,0.4030247307389201,1.253050617048118,0.012283739294629488
ENSG00000008130,NADK,0.4831550562378094,0.18686768899099104,0.701010294898301,0.37629790318800443,-0.2514938657729715,1,0.4206124256611414,-0.15587565896594802,0.970830168899809,0.44140803842834103,-0.07857397644960873,1
ENSG00000078369,GNB1,3.147661642004863,0.7704548071513557,0.000023156047926227006,2.3414091753920276,-0.38615722912337236,1,1.1000632671137545,-1.4932428424827284,0.00000026791830037205473,2.514106653657073,-0.2708738707461684,0.6070303218011811
ENSG00000169885,CALML6,0.008804647949663952,0.4580760262704855,0.8233006777214721,0,2.190343692849588,1,0,0.8019548867901118,1,0,1.0583222246052326,1
ENSG00000178821,TMEM52,0.044023239748319766,0.3237749345588936,0.8639843449402544,0,-0.13158440203777477,1,0.03235480197393395,0.13057763425148217,1,0.03838330768942096,0.38694497206660383,1
ENSG00000142609,CFAP74,0.002201161987415988,-1.1268864744506706,1,0,3.775306193570744,1,0,2.386917387511269,1,0,2.6432847253263896,1
ENSG00000187730,GABRD,0.009905228943371947,-0.3899208802844649,1,0,1.9008370756546027,1,0,0.5124482695951276,1,0.01919165384471048,1.906319131160183,0.67602923472121
ENSG00000067606,PRKCZ,0.13977378620091524,-0.7118489751718275,0.10386766857134189,0.16724351252800196,0.4060723839050251,1,0.1294192078957358,-0.09659984965034196,1,0.36464142304949915,1.4208923039899413,0.006597454483286743
ENSG00000162585,FAAP20,0.2762458294207065,0.564991230186997,0.1942943112712036,0.16724351252800196,-0.41056035174059,1,0.11324180690876884,-1.1049357088184062,0.09246195906427317,0.2686831538259467,0.09621883236376183,1
ENSG00000157933,SKI,0.5128707430679252,-0.5027817182139598,0.044729536464186495,0.6271631719800074,0.2517442375137309,1,0.3397254207263065,-0.6614456340501305,0.18197721854402069,1.2282658460614708,1.2762004492704726,0.00003365414914559149
ENSG00000116151,MORN1,0.1122592613582154,-1.6103109487097649,0.00014338203161426964,0.3344870250560039,1.3804465762295304,1,0.2103062128305707,0.6812027273295018,0.4414186575781854,0.4989829999624725,2.0289384178241385,0.0006437299559311245
ENSG00000157916,RER1,1.7620301709264985,0.3413524199688024,0.1378030543834425,1.4633807346200172,-0.2503460717377486,1,1.5692078957357967,-0.14218111719503035,0.9378282330878288,1.1514992306826288,-0.6009036196114033,0.13442891938267537
ENSG00000157911,PEX10,0.12436565228900333,0.6616094203556169,0.28531431480121106,0.12543263439600147,0.4414054570173054,1,0.08088700493483487,-0.3379753743543623,0.8790598639228049,0.03838330768942096,-1.117527610794185,0.28974560025252377
ENSG00000149527,PLCH2,0.015408133911911917,-2.3899208802844645,0.003559133162120714,0.08362175626400098,2.3602686942919,1,0.04853220296090093,1.4483179321754123,0.40635377637283326,0.11514992306826288,2.713674053217787,0.020672738511291436
ENSG00000157881,PANK4,0.17609295899327906,-0.33512840744408523,0.5419958330446557,0.3344870250560039,1.0144938574501698,1,0.1294192078957358,-0.3738949486093053,0.7615803506867956,0.2686831538259467,0.6675322715730667,0.36720263979134576
ENSG00000197921,HES5,0.002201161987415988,-1.1268864744506706,1,0,3.775306193570744,1,0,2.386917387511269,1,0,2.6432847253263896,1
ENSG00000157873,TNFRSF14,0.28174873438924647,-0.9916266448401972,0.00013322044168306212,0.5017305375840059,0.7297915343183753,1,0.2911932177654056,-0.08397334650109278,1,0.9020077307013926,1.6483028000930138,0.000001199262016245318
ENSG00000157870,PRXL2B,0.3907062527663379,0.7194903364361169,0.040457455560556445,0.37629790318800443,0.11614275100817051,1,0.09706440592180186,-1.79819401774572,0.0023507250434512666,0.32625811536007815,-0.13710314913094557,1
ENSG00000142606,MMEL1,0.001100580993707994,-1.7118489751718267,1,0,4.3602686942919,1,0,2.971879888232425,1,0,3.2282472260475457,1
ENSG00000215912,TTC34,0.001100580993707994,-1.7118489751718267,1,0,4.3602686942919,1,0,2.971879888232425,1,0,3.2282472260475457,1
ENSG00000142611,PRDM16,0.007704066955955958,-2.0337770700591893,0.1328296087183577,0,1.775306193570744,1,0,0.3869173875112679,1,0.07676661537884193,3.5501753209349074,0.011126209851376844
ENSG00000130762,ARHGEF16,0.1133598423519234,-0.09887209828107446,1,0.08362175626400098,0.06258814565121495,1,0.0647096039478679,-0.5641730120077852,0.6246150661004175,0.1919165384471048,0.906319131160183,0.2726855828334558
ENSG00000162591,MEGF6,0.08034241254068357,-3.6922201684228946,0.00000000000000000000000000000000000000000000000000000012812466497008579,0.29267614692400346,0.6323482397287008,1,0.1455966088827028,-0.4204375345463358,0.7060922798889895,2.4757233459676518,4.758761942746325,0.00000000000000000000000000000000000000000000000000000000000000000000000031500640822619044
ENSG00000158109,TPRG1L,0.4413329784769056,0.4156407599500884,0.24872531919159216,0.4181087813200049,0.048210843428598604,1,0.3559028217132735,-0.2358771867356264,0.8413600677231893,0.24949149998123624,-0.7259490843393297,0.2540310915930969
ENSG00000116213,WRAP73,0.23442375165980275,-0.3966467434727785,0.3238515831606122,0.5017305375840059,1.129971074870106,0.88419574550808,0.1294192078957358,-0.8123914207121383,0.23121254272123218,0.4222163845836306,0.8814444625211539,0.0937867628477918
ENSG00000078900,TP73,0.005502904968539971,-1.1268864744506706,0.794312178489416,0,2.5529137722342963,1,0,1.1645249661748203,1,0.01919165384471048,2.6432847253263887,0.514653069847737
ENSG00000235169,SMIM1,0.07924183154697557,0.3080505822658779,0.7499134731265521,0.04181087813200049,0.03834059940453738,1,0.0647096039478679,0.027021442424885578,1,0.05757496153413144,-0.05715499281470304,1
ENSG00000130764,LRRC47,0.739590427771772,0.49278916055847266,0.07836416271146618,0.9198393189040108,0.38597881339779483,1,0.3559028217132735,-1.00240999266168,0.019683262241353673,0.5373663076518934,-0.39960108752678736,0.5449626156328821
ENSG00000116198,CEP104,0.17939470197440305,-0.16165189261134794,0.8912162914233975,0.12543263439600147,-0.1943201573857376,1,0.1294192078957358,-0.3738949486093053,0.7615803506867956,0.3070664615153677,0.8644989554655562,0.1803970482491393
ENSG00000169598,DFFB,0.04622440173573575,-0.6075123153570914,0.5368220160760714,0.04181087813200049,0.6878433523204044,1,0.04853220296090093,0.357170044117217,1,0.0959582692235524,1.2586208750910641,0.2901319806019151
ENSG00000198912,C1orf174,0.6614491772185045,0.5444907780879584,0.05814792076431529,0.6271631719800074,0.018194026292761345,1,0.24266101480450464,-1.3701947797667136,0.002466651863451166,0.6141329230307354,-0.031139402771104163,1
ENSG00000196581,AJAP1,0.011005809937079941,-0.25241735653452935,1,0,1.775306193570744,1,0,0.3869173875112679,1,0.01919165384471048,1.7688156074102483,0.7050114006512714
ENSG00000131697,NPHP4,0.1463772721631632,-0.23072228543521112,0.79953405292997,0.08362175626400098,-0.330893210261181,1,0.1294192078957358,-0.07736363078742459,1,0.24949149998123624,0.8656771466628375,0.2259728475856372
ENSG00000069424,KCNAB2,0.24763072358429866,-0.9360641321150929,0.0008673392024569468,0.4599196594520054,0.8159481780680897,1,0.5176768315829432,0.9994657199043242,0.01658267702384766,0.4222163845836306,0.6803468195479343,0.24163904648719356
ENSG00000116254,CHD5,0.026413943848991858,0.9320072146028977,0.4502376349930064,0,0.6598289761508083,1,0,-0.7285598299086677,0.6872813532603804,0.01919165384471048,0.5843910362728204,1
ENSG00000158286,RNF207,0.06383369763506366,-1.5840934279734542,0.0003860666571671179,0,-1.0491222418458017,1,0.08088700493483487,0.23491429406621833,1,0.4030247307389201,2.6876788446848425,0.00000014932573606517079
ENSG00000116237,ICMT,0.5227759720112972,0.2760781925275978,0.47285030375729936,0.6271631719800074,0.3379008812634453,1,0.2750158167784386,-0.8750033980118168,0.07670487448853668,0.518174653807183,0.0469174613329838,1
ENSG00000173673,HES3,0.001100580993707994,-1.7118489751718267,1,0,4.3602686942919,1,0,2.971879888232425,1,0,3.2282472260475457,1
ENSG00000158292,GPR153,0.12656681427641933,-0.8538679800442552,0.29655738084437744,0.29267614692400346,1.2309856773469336,1,0.08088700493483487,-0.5929047305511013,1,0.36464142304949915,1.5501753209349076,0.13989911016291173
ENSG00000097021,ACOT7,0.6768573111304164,1.162620142744314,0.00003325493269596641,0.25086526879200294,-1.1788901168161314,1,0.2750158167784386,-1.1801232052126256,0.007914702616110941,0.34544976920478865,-0.8434973814558637,0.10926198874741261
ENSG00000069812,HES2,0.02421278186157587,-0.5102151140021771,0.9575346681246706,0,0.6053811921284318,1,0.016177400986966975,0.27144017009133226,1,0.05757496153413144,1.6432847253263887,0.33661698146803903
ENSG00000187017,ESPN,0.3125650022130703,0.6880816317168084,0.07922007002004353,0.12543263439600147,-0.9065178464030015,1,0.2750158167784386,-0.05786745516162739,1,0.11514992306826288,-1.2170632843450992,0.07932137872897271
ENSG00000215788,TNFRSF25,0.0748395075721436,-1.3582120205571266,0.08074354142332932,0.04181087813200049,-0.1943201573857376,1,0.016177400986966975,-1.5827089634452127,0.7526658013478044,0.46059969227305153,2.722356296317588,0.003632090611035651
ENSG00000171680,PLEKHG5,0.10235403241484345,-1.4791882183815521,0.00003523846529658931,0.08362175626400098,-0.08819180652439407,1,0.04853220296090093,-1.0504879247960295,0.27069115716381603,0.6525162307201563,2.7281736229129026,0.000000000015082501103446368
ENSG00000162408,NOL9,0.369795213885886,0.3272038013919474,0.43720740159125815,0.3344870250560039,0.0027166896738164414,1,0.17795141085663674,-0.9588574493304616,0.09201642149512862,0.4030247307389201,0.21194541371844489,0.8787373444991021
ENSG00000204859,ZBTB48,0.3268725551312742,-0.46996037820958225,0.1331681362190422,0.37629790318800443,0.22686956887470133,1,0.4044350246741744,0.28430232102838193,0.7128029358178524,0.5373663076518934,0.7111887898281927,0.13987340906461698
ENSG00000162413,KLHL21,0.5172730670427572,0.1016450839831835,0.9084896783521598,0.7107849282440084,0.5078258827057579,1,0.24266101480450464,-1.0560261083374596,0.03255991705035499,0.6525162307201563,0.3831156531869846,0.44983180656634636
ENSG00000116273,PHF13,0.2223173607290148,0.25304722387225675,0.7504800046258125,0.25086526879200294,0.373207749999398,1,0.0647096039478679,-1.513546938937817,0.07303812890993246,0.2878748076706572,0.4935376058217069,0.5751077813786949
ENSG00000041988,THAP3,0.14417611017574722,-0.25241735653453024,0.7333118745959155,0.16724351252800196,0.44379204985418363,1,0.16177400986966975,0.25140241685478726,1,0.17272488460239432,0.3603507620548907,0.874647712775107
ENSG00000007923,DNAJC11,0.19150109290519096,0.15439963593934536,0.9084896783521598,0.16724351252800196,0.08228394699213482,1,0.1294192078957358,-0.4280507186562108,0.7054253304650762,0.2111081922918153,0.26631526688106444,0.9228090891615294
